day,symbol,strategy,signal_id,trigger,entry_time,exit_time,entry_price,exit_price,realized_pnl,un_realized_pnl,week_day,seq,target,stop_loss,duration,quantity,exit_type,neck_point,trigger_time,closed,pattern_height,open_type,tpo,first_hour_trend,whole_day_trend,five_min_trend,fifteen_min_trend,five_min_ex_first_hr_trend,fifteen_min_ex_first_hr_trend,hurst_exp_15,hurst_exp_5,ret_trend,candles_in_range,dist_frm_level,resistance_ind,support_ind,y_high,y_low,y_va_h_p,y_va_l_p,y_poc_price,w_high,w_low,w_Pivot,w_R1,w_S1,w_R2,w_S2,w_R3,w_S3,w_R4,w_S4,pattern_time,pattern_price,pattern_location,lw_total_energy_pyr,lw_total_energy_ht,lw_static_ratio,lw_dynamic_ratio,lw_d_en_ht,lw_s_en_ht,lw_d_en_pyr,lw_s_en_pyr,entry_time_read
2022-01-19,NIFTY,STATE_SELL_1_360,SIG_1,14,1642563960,1642575720,18052.6,17930.6,122.0,0.0,Wednesday,14,17944.0,18163.0,360,1,1,0,1642563960,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-47.400000000001455,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1642563960],[18052.6],0,0,0,0,0,0,0,0,0,2022-01-19 09:16:00
2022-01-19,NIFTY,STATE_SELL_1_360,SIG_1,15,1642563960,1642565580,18052.6,17957.75,94.85,0.0,Wednesday,15,17962.0,18145.0,360,1,1,0,1642563960,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-47.400000000001455,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1642563960],[18052.6],0,0,0,0,0,0,0,0,0,2022-01-19 09:16:00
2022-01-19,NIFTY,STATE_SELL_1_360,SIG_1,16,1642563960,1642565340,18052.6,17973.2,79.4,0.0,Wednesday,16,17980.0,18126.0,360,1,1,0,1642563960,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-47.400000000001455,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1642563960],[18052.6],0,0,0,0,0,0,0,0,0,2022-01-19 09:16:00
2022-01-19,NIFTY,STATE_SELL_1_360,SIG_1,17,1642563960,1642565280,18052.6,17981.8,70.8,0.0,Wednesday,17,17999.0,18108.0,360,1,1,0,1642563960,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-47.400000000001455,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1642563960],[18052.6],0,0,0,0,0,0,0,0,0,2022-01-19 09:16:00
2022-01-19,NIFTY,STATE_SELL_1_360,SIG_1,18,1642563960,1642564620,18052.6,18091.75,-39.15,0.0,Wednesday,18,18017.0,18090.0,360,1,-1,0,1642563960,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-47.400000000001455,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1642563960],[18052.6],0,0,0,0,0,0,0,0,0,2022-01-19 09:16:00
2022-01-19,NIFTY,STATE_SELL_1_360,SIG_1,19,1642563960,1642564020,18052.6,18033.3,19.3,0.0,Wednesday,19,18035.0,18072.0,360,1,1,0,1642563960,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-47.400000000001455,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1642563960],[18052.6],0,0,0,0,0,0,0,0,0,2022-01-19 09:16:00
2022-01-19,NIFTY,STATE_SELL_1_360,SIG_1,20,1642563960,1642563960,18052.6,18052.6,0.0,0.0,Wednesday,20,18053.0,18053.0,360,1,1,0,1642563960,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-47.400000000001455,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1642563960],[18052.6],0,0,0,0,0,0,0,0,0,2022-01-19 09:16:00
2022-01-19,NIFTY,STATE_SELL_1_360,SIG_1,21,1642563960,1642563960,18052.6,18052.6,0.0,0.0,Wednesday,21,18072.0,18035.0,360,1,1,0,1642563960,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-47.400000000001455,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1642563960],[18052.6],0,0,0,0,0,0,0,0,0,2022-01-19 09:16:00
2022-01-18,NIFTY,STATE_SELL_1_360,SIG_1,1,1642477560,1642499160,18338.05,18095.7,242.35,0.0,Tuesday,1,18066.0,18652.0,360,1,0,0,1642477560,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,38.04999999999927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1642477560],[18338.05],0,0,0,0,0,0,0,0,0,2022-01-18 09:16:00
2022-01-18,NIFTY,STATE_SELL_1_360,SIG_1,2,1642477560,1642499160,18338.05,18095.7,242.35,0.0,Tuesday,2,18085.0,18633.0,360,1,0,0,1642477560,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,38.04999999999927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1642477560],[18338.05],0,0,0,0,0,0,0,0,0,2022-01-18 09:16:00
2022-01-18,NIFTY,STATE_SELL_1_360,SIG_1,3,1642477560,1642498920,18338.05,18100.2,237.85,0.0,Tuesday,3,18103.0,18615.0,360,1,1,0,1642477560,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,38.04999999999927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1642477560],[18338.05],0,0,0,0,0,0,0,0,0,2022-01-18 09:16:00
2022-01-18,NIFTY,STATE_SELL_1_360,SIG_1,4,1642477560,1642498620,18338.05,18116.75,221.3,0.0,Tuesday,4,18121.0,18597.0,360,1,1,0,1642477560,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,38.04999999999927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1642477560],[18338.05],0,0,0,0,0,0,0,0,0,2022-01-18 09:16:00
2022-01-18,NIFTY,STATE_SELL_1_360,SIG_1,5,1642477560,1642497840,18338.05,18137.85,200.2,0.0,Tuesday,5,18139.0,18579.0,360,1,1,0,1642477560,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,38.04999999999927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1642477560],[18338.05],0,0,0,0,0,0,0,0,0,2022-01-18 09:16:00
2022-01-18,NIFTY,STATE_SELL_1_360,SIG_1,6,1642477560,1642497780,18338.05,18144.95,193.1,0.0,Tuesday,6,18158.0,18560.0,360,1,1,0,1642477560,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,38.04999999999927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1642477560],[18338.05],0,0,0,0,0,0,0,0,0,2022-01-18 09:16:00
2022-01-18,NIFTY,STATE_SELL_1_360,SIG_1,7,1642477560,1642497720,18338.05,18161.75,176.3,0.0,Tuesday,7,18176.0,18542.0,360,1,1,0,1642477560,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,38.04999999999927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1642477560],[18338.05],0,0,0,0,0,0,0,0,0,2022-01-18 09:16:00
2022-01-18,NIFTY,STATE_SELL_1_360,SIG_1,8,1642477560,1642481520,18338.05,18188.25,149.8,0.0,Tuesday,8,18194.0,18524.0,360,1,1,0,1642477560,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,38.04999999999927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1642477560],[18338.05],0,0,0,0,0,0,0,0,0,2022-01-18 09:16:00
2022-01-18,NIFTY,STATE_SELL_1_360,SIG_1,9,1642477560,1642480260,18338.05,18212.9,125.15,0.0,Tuesday,9,18213.0,18505.0,360,1,1,0,1642477560,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,38.04999999999927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1642477560],[18338.05],0,0,0,0,0,0,0,0,0,2022-01-18 09:16:00
2022-01-18,NIFTY,STATE_SELL_1_360,SIG_1,10,1642477560,1642480140,18338.05,18228.15,109.9,0.0,Tuesday,10,18231.0,18487.0,360,1,1,0,1642477560,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,38.04999999999927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1642477560],[18338.05],0,0,0,0,0,0,0,0,0,2022-01-18 09:16:00
2022-01-18,NIFTY,STATE_SELL_1_360,SIG_1,11,1642477560,1642480080,18338.05,18243.05,95.0,0.0,Tuesday,11,18249.0,18469.0,360,1,1,0,1642477560,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,38.04999999999927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1642477560],[18338.05],0,0,0,0,0,0,0,0,0,2022-01-18 09:16:00
2022-01-18,NIFTY,STATE_SELL_1_360,SIG_1,12,1642477560,1642479060,18338.05,18264.9,73.15,0.0,Tuesday,12,18268.0,18451.0,360,1,1,0,1642477560,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,38.04999999999927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1642477560],[18338.05],0,0,0,0,0,0,0,0,0,2022-01-18 09:16:00
